name,type,start_time,duration
"Test Analyzer","error",1.2512138,0.0030053
"Test Analyzer","enable",1.2560227,1e-07
"Test Analyzer","disable",1.2567205,1e-07
"Test Analyzer","enable",1.258379,1e-07
"Test Analyzer","disable",1.2613213,9.99999997e-08
"Test Analyzer","enable",1.2626078,1e-07
"Test Analyzer","disable",1.2647269,9.99999997e-08
"Test Analyzer","enable",1.2675391,1e-07
"Test Analyzer","disable",1.268928,9.99999997e-08
"Test Analyzer","error",1.2713117,0.0011943
"Test Analyzer","enable",1.2738875,9.99999997e-08
"Test Analyzer","disable",1.276125,1e-07
"Test Analyzer","error",1.2784627,0.0029664
"Test Analyzer","error",1.2841354,0.0011162
"Test Analyzer","error",1.2874456,0.0029471
"Test Analyzer","enable",1.2917026,1e-07
"Test Analyzer","disable",1.2938104,1e-07
"Test Analyzer","enable",1.2965919,1e-07
"Test Analyzer","disable",1.29952,1e-07
"Test Analyzer","error",1.2995852,0.0028529
"Test Analyzer","enable",1.3036533,1e-07
"Test Analyzer","disable",1.3045509,1e-07
"Test Analyzer","error",1.3053222,0.0005178
"Test Analyzer","error",1.3074353,0.003068
"Test Analyzer","error",1.3122,2.29e-05
"Test Analyzer","enable",1.3142864,9.99999997e-08
"Test Analyzer","disable",1.3158082,1e-07
"Test Analyzer","enable",1.3185543,1e-07
"Test Analyzer","disable",1.3201267,1e-07
"Test Analyzer","error",1.321846,0.0019594
"Test Analyzer","error",1.326606,0.00303
"Test Analyzer","error",1.3318978,0.0030199
"Test Analyzer","enable",1.3368287,1e-07
"Test Analyzer","disable",1.3375487,1e-07
"Test Analyzer","enable",1.3402956,1e-07
"Test Analyzer","disable",1.3434282,1e-07
"Test Analyzer","error",1.34497,0.0024874
"Test Analyzer","enable",1.3505251,1e-07
"Test Analyzer","disable",1.3525808,1e-07
"Test Analyzer","error",1.3557644,0.0010406
"Test Analyzer","enable",1.359759,1e-07
"Test Analyzer","disable",1.3602738,9.99999997e-08
"Test Analyzer","error",1.3631659,0.0011182
"Test Analyzer","error",1.3669822,0.0019974
"Test Analyzer","enable",1.3699216,9.99999997e-08
"Test Analyzer","disable",1.3706623,1e-07
"Test Analyzer","enable",1.3708544,1e-07
"Test Analyzer","disable",1.371869,1e-07
"Test Analyzer","enable",1.3740959,1e-07
"Test Analyzer","disable",1.3760256,1e-07
"Test Analyzer","error",1.3789673,0.0005825
"Test Analyzer","enable",1.3798905,1e-07
"Test Analyzer","disable",1.3830771,1e-07
"Test Analyzer","enable",1.3839277,9.99999997e-08
"Test Analyzer","disable",1.3858965,1e-07
"Test Analyzer","error",1.3887218,0.0021758
"Test Analyzer","enable",1.3928844,1e-07
"Test Analyzer","disable",1.3940922,1e-07
"Test Analyzer","enable",1.3966617,1e-07
"Test Analyzer","disable",1.3992658,1e-07
"Test Analyzer","enable",1.4006993,1e-07
"Test Analyzer","disable",1.4011328,9.99999997e-08
"Test Analyzer","error",1.4015216,0.0008562
"Test Analyzer","error",1.4027033,0.0002827
"Test Analyzer","enable",1.4057222,1e-07
"Test Analyzer","disable",1.4071457,9.99999997e-08
"Test Analyzer","enable",1.4094921,1e-07
"Test Analyzer","disable",1.4112139,1e-07
"Test Analyzer","enable",1.4126643,9.99999997e-08
"Test Analyzer","disable",1.4132161,9.99999997e-08
"Test Analyzer","enable",1.4141034,1e-07
"Test Analyzer","disable",1.4145014,1e-07
"Test Analyzer","enable",1.4174666,1e-07
"Test Analyzer","disable",1.4191162,1e-07
"Test Analyzer","enable",1.4202586,1e-07
"Test Analyzer","disable",1.4231447,1e-07
"Test Analyzer","error",1.4236895,0.001651
"Test Analyzer","error",1.4260574,0.0014513
"Test Analyzer","error",1.4297455,0.0027941
"Test Analyzer","enable",1.4355296,1e-07
"Test Analyzer","disable",1.4383764,9.99999997e-08
"Test Analyzer","error",1.4401701,0.0017379
"Test Analyzer","error",1.4432149,0.0028352
"Test Analyzer","error",1.4479853,0.0008251
"Test Analyzer","enable",1.4494036,1e-07
"Test Analyzer","disable",1.44963,1e-07
"Test Analyzer","error",1.4513321,0.0022282
"Test Analyzer","enable",1.4567333,1e-07
"Test Analyzer","disable",1.4593583,9.99999997e-08
"Test Analyzer","enable",1.4599159,1e-07
"Test Analyzer","disable",1.4616364,1e-07
"Test Analyzer","enable",1.4640625,1e-07
"Test Analyzer","disable",1.4653831,1e-07
"Test Analyzer","enable",1.4666722,9.99999997e-08
"Test Analyzer","disable",1.4684185,1e-07
"Test Analyzer","error",1.4695942,0.00014
"Test Analyzer","error",1.4722415,0.0030142
"Test Analyzer","enable",1.4776199,9.99999997e-08
"Test Analyzer","disable",1.4796739,1e-07
"Test Analyzer","enable",1.4803888,9.99999997e-08
"Test Analyzer","disable",1.4834267,9.99999997e-08
"Test Analyzer","enable",1.4844389,1e-07
"Test Analyzer","disable",1.4865378,1e-07
"Test Analyzer","enable",1.4894688,1e-07
"Test Analyzer","disable",1.4922998,1e-07
"Test Analyzer","error",1.4929104,0.0021205
"Test Analyzer","enable",1.4970678,1e-07
"Test Analyzer","disable",1.4976396,1e-07
"Test Analyzer","error",1.4980402,0.0018894
"Test Analyzer","enable",1.5004063,9.99999997e-08
"Test Analyzer","disable",1.5010708,1e-07
"Test Analyzer","enable",1.504203,1e-07
"Test Analyzer","disable",1.5042926,1e-07
"Test Analyzer","enable",1.5047328,1e-07
"Test Analyzer","disable",1.5055064,1e-07
"Test Analyzer","error",1.5065504,0.0024605
"Test Analyzer","error",1.5095127,0.0011349
"Test Analyzer","error",1.5129486,0.0015622
"Test Analyzer","enable",1.5153647,1e-07
"Test Analyzer","disable",1.5184532,1e-07
"Test Analyzer","error",1.5187764,0.0008385
"Test Analyzer","enable",1.5224164,1e-07
"Test Analyzer","disable",1.5244445,1e-07
"Test Analyzer","error",1.5273203,0.0006023
"Test Analyzer","enable",1.5287416,1e-07
"Test Analyzer","disable",1.5301441,1e-07
"Test Analyzer","error",1.5309446,0.0024309
"Test Analyzer","error",1.5365586,0.0008787
"Test Analyzer","error",1.5394599,0.0030547
"Test Analyzer","error",1.5446243,0.00033
"Test Analyzer","error",1.5461311,0.0026036
"Test Analyzer","enable",1.5508386,9.99999997e-08
"Test Analyzer","disable",1.5511292,9.99999997e-08
"Test Analyzer","error",1.5540123,0.0009953
"Test Analyzer","error",1.5573955,0.0002114
"Test Analyzer","error",1.5582898,0.0014428
"Test Analyzer","enable",1.5621103,9.99999997e-08
"Test Analyzer","disable",1.5640393,1e-07
"Test Analyzer","error",1.5654222,0.0011556
"Test Analyzer","error",1.5684884,0.0027476
"Test Analyzer","error",1.5739598,0.001726
"Test Analyzer","error",1.5764523,0.0002594
"Test Analyzer","enable",1.576938,1e-07
"Test Analyzer","disable",1.5777462,1e-07
"Test Analyzer","enable",1.5793798,1e-07
"Test Analyzer","disable",1.5821161,1e-07
"Test Analyzer","error",1.5843673,0.0004709
"Test Analyzer","error",1.5850942,0.002614
"Test Analyzer","enable",1.5903505,1e-07
"Test Analyzer","disable",1.5924269,1e-07
"Test Analyzer","error",1.5926364,0.0005936
"Test Analyzer","error",1.5959858,0.0023385
"Test Analyzer","error",1.5998596,0.0019716
"Test Analyzer","error",1.6022771,0.0005036
"Test Analyzer","enable",1.6034016,1e-07
"Test Analyzer","disable",1.6036904,9.99999997e-08
"Test Analyzer","error",1.604889,0.0023188
"Test Analyzer","enable",1.6099763,1e-07
"Test Analyzer","disable",1.6123381,9.99999997e-08
"Test Analyzer","error",1.6151041,0.0018681
"Test Analyzer","enable",1.6182093,1e-07
"Test Analyzer","disable",1.6203532,1e-07
"Test Analyzer","error",1.6211145,0.0017906
"Test Analyzer","enable",1.6239069,1e-07
"Test Analyzer","disable",1.6263234,1e-07
"Test Analyzer","error",1.6283781,0.0025818
"Test Analyzer","error",1.634198,0.002383
"Test Analyzer","error",1.6381615,0.002717
"Test Analyzer","enable",1.6418948,1e-07
"Test Analyzer","disable",1.6450161,1e-07
"Test Analyzer","error",1.6451466,0.0031684
"Test Analyzer","enable",1.6499344,1e-07
"Test Analyzer","disable",1.6517875,1e-07
"Test Analyzer","error",1.6527039,0.0031162
"Test Analyzer","enable",1.6587025,1e-07
"Test Analyzer","disable",1.6611796,9.99999997e-08
"Test Analyzer","error",1.6621276,0.0001083
"Test Analyzer","error",1.6651612,0.0025227
"Test Analyzer","enable",1.6704105,1e-07
"Test Analyzer","disable",1.6706047,1e-07
"Test Analyzer","error",1.6722703,0.000316
"Test Analyzer","enable",1.6731785,1e-07
"Test Analyzer","disable",1.674715,1e-07
"Test Analyzer","enable",1.6766028,1e-07
"Test Analyzer","disable",1.678549,1e-07
"Test Analyzer","error",1.6815433,0.0012654
"Test Analyzer","error",1.6845579,0.0003409
"Test Analyzer","enable",1.687034,1e-07
"Test Analyzer","disable",1.6879183,1e-07
"Test Analyzer","error",1.6903992,0.0005807
"Test Analyzer","error",1.6918738,0.0001303
"Test Analyzer","enable",1.6927375,1e-07
"Test Analyzer","disable",1.6955553,1e-07
"Test Analyzer","enable",1.6967666,1e-07
"Test Analyzer","disable",1.6981967,1e-07
"Test Analyzer","error",1.7000215,0.0031075
"Test Analyzer","enable",1.7057457,1e-07
"Test Analyzer","disable",1.708556,1e-07
"Test Analyzer","enable",1.7096001,9.99999997e-08
"Test Analyzer","disable",1.7118437,1e-07
"Test Analyzer","enable",1.7148475,9.99999997e-08
"Test Analyzer","disable",1.7173384,1e-07
"Test Analyzer","error",1.7203469,3.3e-06
"Test Analyzer","enable",1.7215557,1e-07
"Test Analyzer","disable",1.7230911,1e-07
"Test Analyzer","error",1.7240034,0.0031461
"Test Analyzer","enable",1.7291958,1e-07
"Test Analyzer","disable",1.729908,1e-07
"Test Analyzer","enable",1.7318569,1e-07
"Test Analyzer","disable",1.7338851,1e-07
"Test Analyzer","error",1.7349636,0.0012915
"Test Analyzer","enable",1.7380473,9.99999997e-08
"Test Analyzer","disable",1.7400277,1e-07
"Test Analyzer","enable",1.7415769,1e-07
"Test Analyzer","disable",1.7421317,9.99999997e-08
"Test Analyzer","error",1.7449584,0.0008945
"Test Analyzer","error",1.7490419,0.0019197
"Test Analyzer","enable",1.7529934,1e-07
"Test Analyzer","disable",1.7558245,1e-07
"Test Analyzer","enable",1.7590777,1e-07
"Test Analyzer","disable",1.7607994,1e-07
"Test Analyzer","error",1.7619136,0.0025818
"Test Analyzer","error",1.7677459,0.0010766
"Test Analyzer","enable",1.7700004,1e-07
"Test Analyzer","disable",1.7730515,1e-07
"Test Analyzer","error",1.7756013,0.0008397
"Test Analyzer","error",1.7787043,0.001795
"Test Analyzer","enable",1.7833429,9.99999997e-08
"Test Analyzer","disable",1.7852593,9.99999997e-08
"Test Analyzer","error",1.7878822,0.0025703
"Test Analyzer","enable",1.7912724,1e-07
"Test Analyzer","disable",1.7929048,1e-07
"Test Analyzer","error",1.7958336,0.0008356
"Test Analyzer","error",1.7971782,0.0003668
"Test Analyzer","enable",1.7998152,1e-07
"Test Analyzer","disable",1.8024113,1e-07
"Test Analyzer","error",1.8038951,0.0005838
"Test Analyzer","error",1.8067585,0.0015451
"Test Analyzer","enable",1.8085283,9.99999997e-08
"Test Analyzer","disable",1.8114713,1e-07
"Test Analyzer","enable",1.8132701,1e-07
"Test Analyzer","disable",1.814204,1e-07
"Test Analyzer","enable",1.8153651,1e-07
"Test Analyzer","disable",1.8159945,1e-07
"Test Analyzer","enable",1.818912,1e-07
"Test Analyzer","disable",1.8213391,9.99999997e-08
"Test Analyzer","enable",1.8245491,1e-07
"Test Analyzer","disable",1.8258513,1e-07
"Test Analyzer","error",1.8268186,0.0002639
"Test Analyzer","error",1.8275693,0.0008572
"Test Analyzer","enable",1.8304964,1e-07
"Test Analyzer","disable",1.8307351,9.99999997e-08
"Test Analyzer","error",1.8318264,0.00091
"Test Analyzer","error",1.8331579,0.0024877
"Test Analyzer","error",1.8384741,0.0028135
"Test Analyzer","error",1.8441207,0.0030224
"Test Analyzer","enable",1.8501959,1e-07
"Test Analyzer","disable",1.8523544,9.99999997e-08
"Test Analyzer","error",1.8532296,0.0019836
"Test Analyzer","enable",1.8562303,1e-07
"Test Analyzer","disable",1.8569408,9.99999997e-08
"Test Analyzer","error",1.8577802,0.0021193
"Test Analyzer","enable",1.860778,1e-07
"Test Analyzer","disable",1.8611061,1e-07
"Test Analyzer","error",1.8614418,0.002913
"Test Analyzer","enable",1.8647026,1e-07
"Test Analyzer","disable",1.8670781,9.99999997e-08
"Test Analyzer","enable",1.8692238,9.99999997e-08
"Test Analyzer","disable",1.8714548,1e-07
"Test Analyzer","enable",1.8723395,1e-07
"Test Analyzer","disable",1.8753904,1e-07
"Test Analyzer","enable",1.8766894,1e-07
"Test Analyzer","disable",1.878266,1e-07
"Test Analyzer","error",1.8803349,0.0010653
"Test Analyzer","enable",1.8831451,1e-07
"Test Analyzer","disable",1.8859797,1e-07
"Test Analyzer","error",1.8885461,0.0010137
"Test Analyzer","enable",1.8921599,1e-07
"Test Analyzer","disable",1.8950158,1e-07
"Test Analyzer","error",1.8951978,0.0013781
"Test Analyzer","error",1.8968722,0.0011748
"Test Analyzer","enable",1.9009259,1e-07
"Test Analyzer","disable",1.9017891,1e-07
"Test Analyzer","enable",1.9022671,1e-07
"Test Analyzer","disable",1.9026161,1e-07
"Test Analyzer","enable",1.9028762,1e-07
"Test Analyzer","disable",1.9059978,1e-07
"Test Analyzer","error",1.9073958,0.0013592
"Test Analyzer","error",1.9119421,0.0010783
"Test Analyzer","enable",1.9150639,1e-07
"Test Analyzer","disable",1.9158694,9.99999997e-08
"Test Analyzer","error",1.9180873,0.0031278
"Test Analyzer","enable",1.9234876,9.99999997e-08
"Test Analyzer","disable",1.9248359,1e-07
"Test Analyzer","error",1.9277085,0.0015766
"Test Analyzer","error",1.9316745,0.0029493
"Test Analyzer","enable",1.9362274,1e-07
"Test Analyzer","disable",1.9387444,1e-07
"Test Analyzer","error",1.9390263,0.0016807
"Test Analyzer","enable",1.9431309,9.99999997e-08
"Test Analyzer","disable",1.9444435,1e-07
"Test Analyzer","error",1.9475507,4.01e-05
"Test Analyzer","enable",1.9490869,1e-07
"Test Analyzer","disable",1.9491547,1e-07
"Test Analyzer","error",1.9502638,0.0023385
"Test Analyzer","enable",1.9531095,1e-07
"Test Analyzer","disable",1.9555261,1e-07
"Test Analyzer","enable",1.958444,1e-07
"Test Analyzer","disable",1.9602686,1e-07
"Test Analyzer","enable",1.9623026,1e-07
"Test Analyzer","disable",1.9625346,1e-07
"Test Analyzer","enable",1.963631,1e-07
"Test Analyzer","disable",1.9646462,1e-07
"Test Analyzer","error",1.9654998,0.0010205
"Test Analyzer","enable",1.9696958,1e-07
"Test Analyzer","disable",1.9708058,1e-07
"Test Analyzer","enable",1.9710033,1e-07
"Test Analyzer","disable",1.9724725,9.99999997e-08
"Test Analyzer","error",1.9742091,0.0025405
"Test Analyzer","enable",1.9775227,1e-07
"Test Analyzer","disable",1.9789427,1e-07
"Test Analyzer","error",1.980034,0.0028317
"Test Analyzer","error",1.9829151,0.0028862
"Test Analyzer","error",1.9876884,0.0009013
"Test Analyzer","enable",1.9904368,1e-07
"Test Analyzer","disable",1.9916244,9.99999997e-08
"Test Analyzer","error",1.9932614,0.000619
"Test Analyzer","error",1.9964038,0.0002636
"Test Analyzer","enable",1.9987769,1e-07
"Test Analyzer","disable",1.9996628,9.99999997e-08
"Test Analyzer","error",2.001702,0.0002093
"Test Analyzer","error",2.0029917,0.0006616
"Test Analyzer","error",2.0057882,0.0007386
"Test Analyzer","error",2.0065851,0.0017027
"Test Analyzer","error",2.0083662,0.0007658
"Test Analyzer","error",2.010277,0.0007797
"Test Analyzer","error",2.0123465,0.0013284
"Test Analyzer","enable",2.0159457,1e-07
"Test Analyzer","disable",2.0188023,1e-07
"Test Analyzer","error",2.0207802,0.0009374
"Test Analyzer","enable",2.0245918,9.99999997e-08
"Test Analyzer","disable",2.0259832,1e-07
"Test Analyzer","enable",2.0267809,1e-07
"Test Analyzer","disable",2.0292671,9.99999997e-08
"Test Analyzer","error",2.0324102,0.0015827
"Test Analyzer","error",2.0361135,0.0006339
"Test Analyzer","enable",2.0398249,1e-07
"Test Analyzer","disable",2.0411082,9.99999997e-08
"Test Analyzer","error",2.0424714,0.0026697
"Test Analyzer","error",2.0476524,0.0028898
"Test Analyzer","error",2.0536522,0.0005182
"Test Analyzer","error",2.0550065,0.0030551
"Test Analyzer","error",2.0589504,0.0028474
"Test Analyzer","enable",2.0617996,9.99999997e-08
"Test Analyzer","disable",2.0623962,1e-07
"Test Analyzer","enable",2.065535,9.99999997e-08
"Test Analyzer","disable",2.0683706,9.99999997e-08
"Test Analyzer","error",2.0686206,0.0013092
"Test Analyzer","enable",2.0719311,9.99999997e-08
"Test Analyzer","disable",2.0748017,9.99999997e-08
"Test Analyzer","enable",2.077935,1e-07
"Test Analyzer","disable",2.0805968,1e-07
"Test Analyzer","error",2.0814699,0.0013089
"Test Analyzer","error",2.0857497,0.0008872
"Test Analyzer","error",2.0899022,0.0013474
"Test Analyzer","enable",2.0927694,1.00000001e-07
"Test Analyzer","disable",2.0939018,1.00000001e-07
"Test Analyzer","error",2.0967012,0.0016236
"Test Analyzer","enable",2.1009279,1.00000001e-07
"Test Analyzer","disable",2.1011859,1e-07
"Test Analyzer","error",2.1033393,0.0023639
"Test Analyzer","enable",2.1059405,9.99999997e-08
"Test Analyzer","disable",2.1078725,9.99999997e-08
"Test Analyzer","error",2.1086417,0.0023093
"Test Analyzer","error",2.1137668,0.0026267
"Test Analyzer","error",2.1171729,0.0007076
"Test Analyzer","enable",2.1186902,9.99999997e-08
"Test Analyzer","disable",2.1210248,1e-07
"Test Analyzer","error",2.1238916,0.0010704
"Test Analyzer","error",2.126937,0.0012715
"Test Analyzer","error",2.129,0.0008019
"Test Analyzer","enable",2.1310716,1e-07
"Test Analyzer","disable",2.1339786,1e-07
"Test Analyzer","enable",2.1359655,9.99999997e-08
"Test Analyzer","disable",2.1368193,9.99999997e-08
"Test Analyzer","enable",2.1374982,9.99999997e-08
"Test Analyzer","disable",2.1384509,1e-07
"Test Analyzer","error",2.141272,0.0032485
"Test Analyzer","error",2.1470839,0.0022876
"Test Analyzer","error",2.1517858,0.0026123
"Test Analyzer","enable",2.1571124,1e-07
"Test Analyzer","disable",2.1579653,1e-07
"Test Analyzer","error",2.1611136,0.0005358
"Test Analyzer","error",2.1634375,0.0007981
"Test Analyzer","error",2.1665653,0.0013662
"Test Analyzer","enable",2.1690846,9.99999997e-08
"Test Analyzer","disable",2.171354,1e-07
"Test Analyzer","error",2.1733509,0.0011174
"Test Analyzer","error",2.1756146,0.0032381
"Test Analyzer","error",2.1799929,0.0024019
"Test Analyzer","error",2.1849919,0.0006649
"Test Analyzer","error",2.1858681,0.002219
"Test Analyzer","enable",2.1883429,1.00000001e-07
"Test Analyzer","disable",2.1913576,1e-07
"Test Analyzer","enable",2.1937361,9.99999997e-08
"Test Analyzer","disable",2.1950906,1e-07
"Test Analyzer","error",2.1968801,0.0026399
"Test Analyzer","enable",2.2007973,9.99999997e-08
"Test Analyzer","disable",2.200949,9.99999997e-08
"Test Analyzer","enable",2.2009554,1e-07
"Test Analyzer","disable",2.2011397,9.99999997e-08
"Test Analyzer","enable",2.2043978,9.99999997e-08
"Test Analyzer","disable",2.2075787,9.99999997e-08
"Test Analyzer","enable",2.2095505,9.99999997e-08
"Test Analyzer","disable",2.2114449,9.99999997e-08
"Test Analyzer","enable",2.2130889,1e-07
"Test Analyzer","disable",2.2132099,1e-07
"Test Analyzer","enable",2.213709,9.99999997e-08
"Test Analyzer","disable",2.2148798,1e-07
"Test Analyzer","enable",2.217889,9.99999997e-08
"Test Analyzer","disable",2.2194206,1e-07
"Test Analyzer","enable",2.2223912,9.99999997e-08
"Test Analyzer","disable",2.2242943,9.99999997e-08
"Test Analyzer","error",2.2271538,0.0026404
"Test Analyzer","enable",2.2317718,1e-07
"Test Analyzer","disable",2.234848,9.99999997e-08
"Test Analyzer","enable",2.2363992,9.99999997e-08
"Test Analyzer","disable",2.2392245,9.99999997e-08
"Test Analyzer","error",2.2418686,0.0031993
"Test Analyzer","enable",2.2468354,1e-07
"Test Analyzer","disable",2.2468584,1.00000001e-07
"Test Analyzer","error",2.2485697,0.0004849
"Test Analyzer","enable",2.249463,9.99999997e-08
"Test Analyzer","disable",2.2524798,9.99999997e-08
"Test Analyzer","enable",2.2552121,9.99999997e-08
"Test Analyzer","disable",2.2561291,1e-07
"Test Analyzer","error",2.2584094,0.0032272
"Test Analyzer","enable",2.2619442,1e-07
"Test Analyzer","disable",2.2621968,1.00000001e-07
"Test Analyzer","error",2.263524,0.0025901
"Test Analyzer","error",2.2671979,0.0001347
"Test Analyzer","enable",2.2688927,1e-07
"Test Analyzer","disable",2.2706385,9.99999997e-08
"Test Analyzer","enable",2.2707094,1e-07
"Test Analyzer","disable",2.2708944,9.99999997e-08
"Test Analyzer","enable",2.2732798,9.99999997e-08
"Test Analyzer","disable",2.2756925,1e-07
"Test Analyzer","error",2.27789,0.002215
"Test Analyzer","enable",2.2802287,1.00000001e-07
"Test Analyzer","disable",2.2813192,9.99999997e-08
"Test Analyzer","error",2.2819581,0.0024016
"Test Analyzer","error",2.284937,0.0003999
"Test Analyzer","error",2.2854871,0.0016961
"Test Analyzer","enable",2.2894957,1e-07
"Test Analyzer","disable",2.2898427,1.00000001e-07
"Test Analyzer","enable",2.292056,9.99999997e-08
"Test Analyzer","disable",2.2928504,1e-07
"Test Analyzer","error",2.2958481,0.0024474
"Test Analyzer","error",2.2995836,0.0016785
"Test Analyzer","enable",2.3014999,9.99999997e-08
"Test Analyzer","disable",2.3030189,9.99999997e-08
"Test Analyzer","error",2.3053051,0.0018484
"Test Analyzer","error",2.3095626,0.0029204
"Test Analyzer","error",2.3135313,0.0020942
"Test Analyzer","enable",2.3184226,1e-07
"Test Analyzer","disable",2.3192064,9.99999997e-08
"Test Analyzer","enable",2.3193472,9.99999997e-08
"Test Analyzer","disable",2.3202971,1e-07
"Test Analyzer","error",2.3210392,0.0026522
"Test Analyzer","error",2.3263065,0.0028193
"Test Analyzer","error",2.3302325,0.0007991
"Test Analyzer","enable",2.3327156,1e-07
"Test Analyzer","disable",2.3342748,9.99999997e-08
"Test Analyzer","enable",2.3367471,1e-07
"Test Analyzer","disable",2.3383717,9.99999997e-08
"Test Analyzer","enable",2.3385706,1e-07
"Test Analyzer","disable",2.3404709,9.99999997e-08
"Test Analyzer","error",2.3430681,0.0004102
"Test Analyzer","error",2.3436337,0.0027379
"Test Analyzer","enable",2.3466194,1.00000001e-07
"Test Analyzer","disable",2.347439,1e-07
"Test Analyzer","error",2.3506432,0.0007648
"Test Analyzer","error",2.3533863,0.0021748
"Test Analyzer","enable",2.3578645,1e-07
"Test Analyzer","disable",2.3600891,9.99999997e-08
"Test Analyzer","enable",2.3602338,9.99999997e-08
"Test Analyzer","disable",2.3602395,9.99999997e-08
"Test Analyzer","enable",2.3611056,9.99999997e-08
"Test Analyzer","disable",2.3630513,9.99999997e-08
"Test Analyzer","enable",2.3658895,9.99999997e-08
"Test Analyzer","disable",2.3659738,1e-07
"Test Analyzer","enable",2.3681479,1e-07
"Test Analyzer","disable",2.3703182,1e-07
"Test Analyzer","enable",2.3705054,1e-07
"Test Analyzer","disable",2.3711448,9.99999997e-08
"Test Analyzer","error",2.3729027,0.0006272
"Test Analyzer","error",2.3766297,3.83e-05
"Test Analyzer","enable",2.3777336,9.99999997e-08
"Test Analyzer","disable",2.3777821,1e-07
"Test Analyzer","enable",2.3788022,9.99999997e-08
"Test Analyzer","disable",2.379709,9.99999997e-08
"Test Analyzer","enable",2.3827264,9.99999997e-08
"Test Analyzer","disable",2.3844865,9.99999997e-08
"Test Analyzer","error",2.385915,0.0030582
"Test Analyzer","error",2.3904082,0.000619
"Test Analyzer","enable",2.3930048,1.00000001e-07
"Test Analyzer","disable",2.394809,1e-07
"Test Analyzer","error",2.3959958,0.0013659
"Test Analyzer","enable",2.3998985,1.00000001e-07
"Test Analyzer","disable",2.4028531,9.99999997e-08
"Test Analyzer","enable",2.4056401,1.00000001e-07
"Test Analyzer","disable",2.4074521,9.99999997e-08
"Test Analyzer","error",2.4106196,0.0014952
"Test Analyzer","error",2.4128896,0.0009936
"Test Analyzer","enable",2.4143214,1e-07
"Test Analyzer","disable",2.4163353,9.99999997e-08
"Test Analyzer","error",2.417613,0.0021066
"Test Analyzer","enable",2.4201779,9.99999997e-08
"Test Analyzer","disable",2.4225495,9.99999997e-08
"Test Analyzer","error",2.4226068,0.0009351
"Test Analyzer","enable",2.4240597,1e-07
"Test Analyzer","disable",2.4265837,9.99999997e-08
"Test Analyzer","enable",2.429144,1e-07
"Test Analyzer","disable",2.431523,1.00000001e-07
"Test Analyzer","enable",2.4332423,1e-07
"Test Analyzer","disable",2.4334689,1e-07
"Test Analyzer","error",2.4352049,0.0023254
"Test Analyzer","enable",2.4388454,1e-07
"Test Analyzer","disable",2.4415379,9.99999997e-08
"Test Analyzer","enable",2.4425625,1e-07
"Test Analyzer","disable",2.4444741,1e-07
"Test Analyzer","error",2.4444952,0.0031939
"Test Analyzer","enable",2.4495104,1.00000001e-07
"Test Analyzer","disable",2.4505619,1.00000001e-07
"Test Analyzer","enable",2.452529,1e-07
"Test Analyzer","disable",2.4546786,1e-07
"Test Analyzer","error",2.4572156,0.0008723
"Test Analyzer","error",2.4607815,0.0017841
"Test Analyzer","enable",2.4627214,9.99999997e-08
"Test Analyzer","disable",2.4629707,1e-07
"Test Analyzer","enable",2.4657807,1e-07
"Test Analyzer","disable",2.4678924,9.99999997e-08
"Test Analyzer","error",2.4703417,0.0001123
"Test Analyzer","error",2.4736272,0.0020589
"Test Analyzer","error",2.4771142,0.0003619
"Test Analyzer","enable",2.4785563,9.99999997e-08
"Test Analyzer","disable",2.4803199,9.99999997e-08
"Test Analyzer","error",2.4806572,0.003184
"Test Analyzer","error",2.4858217,0.0001206
"Test Analyzer","enable",2.4883375,9.99999997e-08
"Test Analyzer","disable",2.4901634,9.99999997e-08
"Test Analyzer","enable",2.4927563,1e-07
"Test Analyzer","disable",2.4931494,9.99999997e-08
"Test Analyzer","enable",2.4938721,1e-07
"Test Analyzer","disable",2.497071,9.99999997e-08
"Test Analyzer","error",2.4972723,0.0032069
"Test Analyzer","error",2.501528,0.0028358
"Test Analyzer","error",2.5075873,0.0010089
"Test Analyzer","enable",2.5095033,9.99999997e-08
"Test Analyzer","disable",2.5109776,1.00000001e-07
"Test Analyzer","error",2.5112883,0.0007334
"Test Analyzer","enable",2.5142306,1e-07
"Test Analyzer","disable",2.5174076,1e-07
"Test Analyzer","error",2.5176622,1.09e-05
"Test Analyzer","enable",2.5184353,9.99999997e-08
"Test Analyzer","disable",2.5192083,1e-07
"Test Analyzer","enable",2.5208274,1e-07
"Test Analyzer","disable",2.5228063,9.99999997e-08
"Test Analyzer","enable",2.5248766,1.00000001e-07
"Test Analyzer","disable",2.5263871,9.99999997e-08
"Test Analyzer","enable",2.5280688,1e-07
"Test Analyzer","disable",2.5297042,1.00000001e-07
"Test Analyzer","error",2.5320521,0.0008215
"Test Analyzer","error",2.5330898,0.0008885
"Test Analyzer","error",2.5369564,0.0006004
"Test Analyzer","error",2.5384163,0.0002068
"Test Analyzer","enable",2.5402237,1e-07
"Test Analyzer","disable",2.541995,9.99999997e-08
"Test Analyzer","error",2.5425292,0.0002404
"Test Analyzer","error",2.542917,0.0015766
"Test Analyzer","enable",2.5453114,9.99999997e-08
"Test Analyzer","disable",2.5457865,9.99999997e-08
"Test Analyzer","enable",2.5487473,9.99999997e-08
"Test Analyzer","disable",2.5495932,1e-07
"Test Analyzer","enable",2.5517412,1e-07
"Test Analyzer","disable",2.5538518,1e-07
